Template_Name,Vehicle_ID,Vehicle_Name,Template_ID,Manufacturer_ID,Manufacturer_Name,Tech_Tier_ID,Tech_Tier_Name,Domain,Family,Vehicle_Type,Size_Class,Role,Genre_Tag,Lift_Mode,Propulsion,Power_Source,Hull_Type,Crew_Min,Crew_Std,Passenger_Cap,Cargo_t,Length_m,Beam_m,Height_m,Mass_t,Local_Cruise_kph,Water_Cruise_kph,Dive_Depth_m,Vacuum_DeltaV_kps,FTL_pc_day,Range_km,Endurance_days,Agility,Sensors,Stealth,Armor,Shields,HP,Hardpoints,Option_Slots,Operating_Cost_cr_day,Maintenance_Hours_100h,Availability,Legal_Class,Default_Option_1_ID,Default_Option_1,Option_1_Cost_cr,Default_Option_2_ID,Default_Option_2,Option_2_Cost_cr,Default_Option_3_ID,Default_Option_3,Option_3_Cost_cr,Base_Price_cr,Total_Price_cr,Notes,Source_Note,Weapon_Profile_1_ID,Weapon_Profile_1,Weapon_Profile_2_ID,Weapon_Profile_2,Default_Loadout_Cost_cr,Combat_Rating,Threat_Rating,Primary_Faction_Tag,Secondary_Faction_Tag,Civilian_Use_Tag,Rarity_Score,Rarity,Vendor_ID,Vendor_Name,Vendor_Class,Economy_Band,Acquisition_Tier,License_Requirement,Upkeep_Band,Campaign_Balance_Points,Encounter_Role,Salvage_Value_cr,Refit_Cap_cr,Crew_Quality_Minimum,Evennia_Typeclass,Prototype_Key,Vehicle_Slug,Domain_Slug,Family_Slug,Vehicle_Type_Slug,Role_Slug,Tech_Tier_Slug,Availability_Slug,Legal_Class_Slug,Rarity_Slug,Economy_Band_Slug,Encounter_Role_Slug,Lockstring,Spawn_Location_Tag,Home_Tag,Import_Action,Active
Salvage tender,V-ORB-SV-AER-T5,Aetherion Salvage tender Mk V,ORB-SV,AER,Aetherion Guild,5,Military,Orbital,Orbital Craft,Salvage tender,Medium,wreck recovery,Hard Sci-Fi,Flight / Vacuum,Rocket / gravitic,Antimatter / Gravitic,Orbital frame,6,9,7,12.34,16.5,9.6,5.3,38.69,259,0,0,6.9,0.0,20025,13.0,9,7,5,6,5,136,4,11,2268,12.5,Rare,Restricted,OPT-05-T5,Void Sail Trim Mk V,7258,OPT-10-T5,Point-Defense Mesh Mk V,18026,OPT-31-T5,Probe Bay Mk V,5670,424190,455144,"Salvage tender base frame in the orbital craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-346,Siege Beam Mk 5-M,WL-336,Siege Beam Mk 3-M,142150,14.8,23.8,NAVY,SEC,restricted,34,Uncommon,VEN-007,Guild Forge 1,shipyard,Prosperity,Tier 2 - financed asset,Military,Moderate,27.9,Line,91029,127440,Regular,typeclasses.vehicles.Spacecraft,vehicle/orbital/orb-sv,aetherion-salvage-tender-mk-v,orbital,orbital-craft,salvage-tender,wreck-recovery,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
Scout,V-SPC-SC-AER-T5,Aetherion Scout Mk V,SPC-SC,AER,Aetherion Guild,5,Military,Space,Starships,Scout,Medium,exploration / recon,Space Opera,Vacuum,Fusion torch / gravitic,Antimatter / Gravitic,Starship hull,3,5,5,5.14,16.2,8.1,4.5,93.2,212,0,0,15.5,0.9,96375,51.5,8,9,6,6,6,132,6,8,2399,22.6,Very Rare,Restricted,OPT-17-T5,Ghost Scanner Mk V,11567,OPT-30-T5,Jump Beacon Mk V,18514,OPT-03-T5,Terrain Adaptive Actuators Mk V,4763,506004,540848,"Scout base frame in the starships family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-341,Siege Beam Mk 4-M,WL-026,Pulse Laser Mk 5-M,84128,18.8,29.8,NAVY,SEC,restricted,46,Rare,VEN-007,Guild Forge 1,shipyard,Industrial,Tier 3 - licensed capital,Military,Moderate,33.9,Scout,97353,151437,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/spc-sc,aetherion-scout-mk-v,space,starships,scout,exploration-recon,military,very-rare,restricted,rare,industrial,scout,,,,upsert,True
Scout skimmer,V-HUV-SS-AER-T5,Aetherion Scout skimmer Mk V,HUV-SS,AER,Aetherion Guild,5,Military,Surface,Hover Utility,Scout skimmer,Light,recon / patrol,Sci-Fi / Military,Hover,Repulsorlift fans,Antimatter / Gravitic,Armored skimmer hull,1,2,2,0.58,4.1,2.2,1.5,2.24,198,35,0,0.0,0.0,783,3.9,9,7,6,4,4,30,4,6,259,8.4,Rare,Restricted,OPT-17-T5,Ghost Scanner Mk V,11567,OPT-32-T5,Science Lab Module Mk V,17296,OPT-05-T5,Void Sail Trim Mk V,7258,34414,70535,"Scout skimmer base frame in the hover utility family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-065,Coilgun Mk 5-L,WL-050,Coilgun Mk 2-L,16370,10.2,19.2,SEC,CIV,civilian,34,Uncommon,VEN-013,Bastion Armory 1,arsenal,Crew,Tier 1 - payroll purchase,Military,Low,23.2,Scout,14107,14107,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/huv-ss,aetherion-scout-skimmer-mk-v,surface,hover-utility,scout-skimmer,recon-patrol,military,rare,restricted,uncommon,crew,scout,,,,upsert,True
Scout walker,V-WKR-SW-AER-T5,Aetherion Scout walker Mk V,WKR-SW,AER,Aetherion Guild,5,Military,Surface,Walker Frames,Scout walker,Light,recon / rough terrain,Sci-Fi / Fantasy,Walker,Servo limbs,Antimatter / Gravitic,Articulated frame,1,2,1,0.71,4.4,2.6,3.9,3.67,96,11,0,0.0,0.0,542,6.0,9,6,5,6,4,38,4,6,320,8.5,Rare,Restricted,OPT-14-T5,Lidar / Mapping Mast Mk V,3629,OPT-29-T5,Long-Range Tankage Mk V,5216,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,49260,64909,"Scout walker base frame in the walker frames family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-065,Coilgun Mk 5-L,WL-050,Coilgun Mk 2-L,16370,10.8,19.8,NAVY,SEC,restricted,34,Uncommon,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Military,Low,23.8,Scout,12982,12982,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/wkr-sw,aetherion-scout-walker-mk-v,surface,walker-frames,scout-walker,recon-rough-terrain,military,rare,restricted,uncommon,crew,scout,,,,upsert,True
Siege monitor,V-CAP-SM-AER-T5,Aetherion Siege monitor Mk V,CAP-SM,AER,Aetherion Guild,5,Military,Space,Capital Ships,Siege monitor,Capital,orbital bombardment,Epic Space Opera,Vacuum,Capital-grade drives,Antimatter / Gravitic,Citadel hull,221,301,288,185.11,216.9,75.7,48.0,20250.0,132,0,0,9.6,0.5,318989,281.0,5,9,3,14,8,3686,28,16,128688,2334.8,Legendary,Military,OPT-05-T5,Void Sail Trim Mk V,7258,OPT-07-T5,Ablative Armor Weave Mk V,7938,OPT-32-T5,Science Lab Module Mk V,17296,23607125,23639617,"Siege monitor base frame in the capital ships family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-343,Siege Beam Mk 4-C,WL-333,Siege Beam Mk 2-C,326488,206.2,221.2,NAVY,SEC,restricted,96,Prototype,VEN-013,Bastion Armory 1,arsenal,Fleet,Tier 5 - fleet budget,Military,Very High,227.1,Siege,2836754,9455847,Veteran,typeclasses.vehicles.Spacecraft,vehicle/space/cap-sm,aetherion-siege-monitor-mk-v,space,capital-ships,siege-monitor,orbital-bombardment,military,legendary,military,prototype,fleet,siege,,,,upsert,True
Siege walker,V-WKR-SG-AER-T5,Aetherion Siege walker Mk V,WKR-SG,AER,Aetherion Guild,5,Military,Surface,Walker Frames,Siege walker,Medium,heavy assault / artillery,Sci-Fi / Fantasy,Walker,Servo limbs,Antimatter / Gravitic,Articulated frame,3,5,0,1.03,8.5,5.0,7.1,10.29,62,11,0,0.0,0.0,612,6.8,7,6,4,8,4,77,8,7,881,17.4,Rare,Military,OPT-07-T5,Ablative Armor Weave Mk V,7938,OPT-28-T5,Troop Drop Cradle Mk V,13154,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,143253,171149,"Siege walker base frame in the walker frames family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-061,Coilgun Mk 4-M,WL-096,Missile Rack Mk 3-M,32202,20.6,29.6,NAVY,SEC,restricted,42,Uncommon,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,33.6,Line,34230,47922,Regular,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/wkr-sg,aetherion-siege-walker-mk-v,surface,walker-frames,siege-walker,heavy-assault-artillery,military,rare,military,uncommon,prosperity,line,,,,upsert,True
Skiff,V-MAR-SK-AER-T5,Aetherion Skiff Mk V,MAR-SK,AER,Aetherion Guild,5,Military,Maritime,Sea Vessels,Skiff,Light,coastal utility,Nautical / Sci-Fi,Displacement / Foil,Hydrojet / grav keel,Antimatter / Gravitic,Naval hull,2,3,5,2.06,9.8,2.9,2.7,10.8,107,87,25,0.0,0.0,2555,17.1,7,7,4,6,4,45,4,7,671,9.3,Rare,Restricted,OPT-04-T5,Hydrojet Overdrive Mk V,5897,OPT-12-T5,Phase Veil Baffle Mk V,21924,OPT-30-T5,Jump Beacon Mk V,18514,120597,166932,"Skiff base frame in the sea vessels family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-225,Torpedo Tube Mk 5-L,WL-100,Missile Rack Mk 4-L,38552,11.1,20.1,NAVY,SEC,restricted,34,Uncommon,VEN-031,Pelagic Foundry 1,yard,Prosperity,Tier 2 - financed asset,Military,Moderate,24.1,Line,33386,46741,Regular,typeclasses.vehicles.Watercraft,vehicle/maritime/mar-sk,aetherion-skiff-mk-v,maritime,sea-vessels,skiff,coastal-utility,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
Sky fortress,V-AIR-SF-AER-T5,Aetherion Sky fortress Mk V,AIR-SF,AER,Aetherion Guild,5,Military,Aerial,Atmospheric Craft,Sky fortress,Titanic,flying command citadel,Aviation / Sci-Fi,Flight,Turbine / gravitic,Antimatter / Gravitic,Aero hull,76,104,504,185.11,216.9,144.6,49.1,25650.0,265,0,0,0.0,0.0,1866,3.9,5,8,4,12,4,1701,18,18,32156,2922.1,Very Rare,Sovereign,OPT-01-T5,Afterburner Vector Pack Mk V,5670,OPT-09-T5,Shield Projector Grid Mk V,16565,OPT-31-T5,Probe Bay Mk V,5670,1349014,1376919,"Sky fortress base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-024,Pulse Laser Mk 4-T,WL-189,Grav Lance Mk 5-T,320912,106.0,113.0,CIV,DRIFT,civilian,58,Rare,VEN-001,Transit Dock 1,dealer,Industrial,Tier 3 - licensed capital,Industrial,Moderate,118.9,Siege,247845,385537,Elite,typeclasses.vehicles.Aircraft,vehicle/aerial/air-sf,aetherion-sky-fortress-mk-v,aerial,atmospheric-craft,sky-fortress,flying-command-citadel,military,very-rare,sovereign,rare,industrial,siege,,,,upsert,True
Sky-sail board,V-PHV-SB-AER-T5,Aetherion Sky-sail board Mk V,PHV-SB,AER,Aetherion Guild,5,Military,Surface,Personal Lift,Sky-sail board,Personal,sport / long-range,Sci-Fi / Action,Hover,Grav plates,Antimatter / Gravitic,Composite board,1,2,0,0.07,2.1,0.7,0.3,0.15,106,21,0,0.0,0.0,190,0.9,10,5,8,4,4,13,2,4,141,4.1,Uncommon,Civilian,OPT-02-T5,Silent Lift Coils Mk V,4082,OPT-07-T5,Ablative Armor Weave Mk V,7938,OPT-31-T5,Probe Bay Mk V,5670,5243,22933,"Sky-sail board base frame in the personal lift family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,5.5,5.5,ARENA,CIV,civilian,10,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,Civic,Low,9.5,Line,5045,4587,Green,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/phv-sb,aetherion-sky-sail-board-mk-v,surface,personal-lift,sky-sail-board,sport-long-range,military,uncommon,civilian,common,street,line,,,,upsert,True
Smuggler,V-SPC-SM-AER-T5,Aetherion Smuggler Mk V,SPC-SM,AER,Aetherion Guild,5,Military,Space,Starships,Smuggler,Medium,covert cargo,Space Opera,Vacuum,Fusion torch / gravitic,Antimatter / Gravitic,Starship hull,3,5,7,10.28,20.6,10.3,5.6,137.59,207,0,0,13.1,0.6,100835,53.5,8,8,8,6,6,176,6,9,3324,27.6,Very Rare,Restricted,OPT-23-T5,Drone Rack Mk V,8165,OPT-19-T5,Expanded Cargo Pods Mk V,4082,OPT-30-T5,Jump Beacon Mk V,18514,728472,759233,"Smuggler base frame in the starships family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-301,Point Defense Grid Mk 4-M,WL-341,Siege Beam Mk 4-M,84950,20.5,31.5,MINE,DRIFT,civilian,46,Rare,VEN-007,Guild Forge 1,shipyard,Industrial,Tier 3 - licensed capital,Military,Moderate,35.6,Line,136662,212585,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/spc-sm,aetherion-smuggler-mk-v,space,starships,smuggler,covert-cargo,military,very-rare,restricted,rare,industrial,line,,,,upsert,True
Spelljammer,V-ARC-SJ-AER-T5,Aetherion Spelljammer Mk V,ARC-SJ,AER,Aetherion Guild,5,Military,Space,Arcane Conveyances,Spelljammer,Heavy,arcane void ship,Fantasy / Arcane,Arcane,Spelljamming helm,Antimatter / Gravitic,Enchanted timber and brass,15,21,48,18.51,33.1,14.5,4.8,243.0,121,41,0,9.1,0.7,142290,93.0,8,7,6,4,5,369,6,8,2854,39.5,Rare,Restricted,OPT-03-T5,Terrain Adaptive Actuators Mk V,4763,OPT-12-T5,Phase Veil Baffle Mk V,21924,OPT-30-T5,Jump Beacon Mk V,18514,349810,395011,"Spelljammer base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-347,Siege Beam Mk 5-H,WL-337,Siege Beam Mk 3-H,251878,27.9,38.9,NAVY,SEC,restricted,50,Rare,VEN-007,Guild Forge 1,shipyard,Prosperity,Tier 2 - financed asset,Military,Moderate,43.1,Line,71102,110603,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/arc-sj,aetherion-spelljammer-mk-v,space,arcane-conveyances,spelljammer,arcane-void-ship,military,rare,restricted,rare,prosperity,line,,,,upsert,True
Spore ark,V-BIO-SA-AER-T5,Aetherion Spore ark Mk V,BIO-SA,AER,Aetherion Guild,5,Military,Space,Organic Craft,Spore ark,Titanic,migration / seeding ship,Bio / Science Fantasy,Adaptive / Organic,Spore reef sails,Antimatter / Gravitic,Colony biomass,204,276,19200,22624.25,578.5,185.9,7.9,124200.0,126,52,1442,3.7,0.3,474300,558.0,7,8,6,12,9,8788,10,8,120719,13992.8,Very Rare,Sovereign,OPT-21-T5,Field Med Bay Mk V,9979,OPT-19-T5,Expanded Cargo Pods Mk V,4082,OPT-31-T5,Probe Bay Mk V,5670,1199734,1219465,"Spore ark base frame in the organic craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-349,Siege Beam Mk 5-T,WL-339,Siege Beam Mk 3-T,683326,374.1,379.1,ARC,EXP,civilian,42,Uncommon,VEN-043,Arcane Atelier 1,atelier,Industrial,Tier 3 - licensed capital,Industrial,Moderate,609.3,Siege,243893,341450,Elite,typeclasses.vehicles.Spacecraft,vehicle/space/bio-sa,aetherion-spore-ark-mk-v,space,organic-craft,spore-ark,migration-seeding-ship,military,very-rare,sovereign,uncommon,industrial,siege,,,,upsert,True
Star fortress,V-CAP-SF-AER-T5,Aetherion Star fortress Mk V,CAP-SF,AER,Aetherion Guild,5,Military,Space,Capital Ships,Star fortress,Titanic,mobile fortress-city,Epic Space Opera,Vacuum,Capital-grade drives,Antimatter / Gravitic,Citadel hull,5100,6889,48000,668443.75,1859.4,619.8,429.2,2970000.0,125,0,0,1.8,0.2,361377,311.9,4,10,3,16,12,36855,38,34,3090867,334202.0,Legendary,Sovereign,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,OPT-12-T5,Phase Veil Baffle Mk V,21924,OPT-32-T5,Science Lab Module Mk V,17296,75381632,75427656,"Star fortress base frame in the capital ships family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-349,Siege Beam Mk 5-T,WL-339,Siege Beam Mk 3-T,683326,1553.7,1571.7,CIV,DRIFT,civilian,112,Prototype,VEN-007,Guild Forge 1,shipyard,Legendary,Tier 6 - civilization scale,Black Seal,Extreme,8260.1,Siege,9051319,37713828,Elite,typeclasses.vehicles.Spacecraft,vehicle/space/cap-sf,aetherion-star-fortress-mk-v,space,capital-ships,star-fortress,mobile-fortress-city,military,legendary,sovereign,prototype,legendary,siege,,,,upsert,True
Station tender,V-ORB-ST-AER-T5,Aetherion Station tender Mk V,ORB-ST,AER,Aetherion Guild,5,Military,Orbital,Orbital Craft,Station tender,Medium,maintenance / support,Hard Sci-Fi,Flight / Vacuum,Rocket / gravitic,Antimatter / Gravitic,Orbital frame,7,10,12,10.28,15.9,9.3,5.2,36.49,259,0,0,6.9,0.0,19889,12.9,9,7,5,6,5,130,4,10,2236,12.2,Rare,Restricted,OPT-19-T5,Expanded Cargo Pods Mk V,4082,OPT-20-T5,Luxury Cabin Suite Mk V,7031,OPT-29-T5,Long-Range Tankage Mk V,5216,401599,417928,"Station tender base frame in the orbital craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-346,Siege Beam Mk 5-M,WL-336,Siege Beam Mk 3-M,142150,14.6,23.6,NAVY,SEC,restricted,34,Uncommon,VEN-007,Guild Forge 1,shipyard,Prosperity,Tier 2 - financed asset,Military,Moderate,27.7,Line,83586,117020,Regular,typeclasses.vehicles.Spacecraft,vehicle/orbital/orb-st,aetherion-station-tender-mk-v,orbital,orbital-craft,station-tender,maintenance-support,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
Stealth eelship,V-SUB-EE-AER-T5,Aetherion Stealth eelship Mk V,SUB-EE,AER,Aetherion Guild,5,Military,Submersible,Undersea Craft,Stealth eelship,Medium,covert insertion,Undersea / Sci-Fi,Submersible,Pumpjet / magnetohydrodynamic,Antimatter / Gravitic,Pressure hull,3,5,10,3.09,12.8,4.0,4.4,53.15,71,87,1778,0.0,0.0,2318,27.4,7,9,9,6,4,101,6,8,1553,18.1,Rare,Restricted,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,OPT-12-T5,Phase Veil Baffle Mk V,21924,OPT-32-T5,Science Lab Module Mk V,17296,302704,348728,"Stealth eelship base frame in the undersea craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-226,Torpedo Tube Mk 5-M,WL-096,Missile Rack Mk 3-M,60332,17.3,26.3,NAVY,SEC,restricted,38,Uncommon,VEN-031,Pelagic Foundry 1,yard,Prosperity,Tier 2 - financed asset,Military,Moderate,30.3,Line,69746,97644,Regular,typeclasses.vehicles.Watercraft,vehicle/submersible/sub-ee,aetherion-stealth-eelship-mk-v,submersible,undersea-craft,stealth-eelship,covert-insertion,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
Sun chariot,V-ARC-SC-AER-T5,Aetherion Sun chariot Mk V,ARC-SC,AER,Aetherion Guild,5,Military,Mixed,Arcane Conveyances,Sun chariot,Light,royal solar craft,Mythic / Arcane,Arcane,Solar yoke,Antimatter / Gravitic,Gilded godmetal,1,2,5,0.62,8.5,4.6,4.0,2.36,323,41,0,1.5,0.0,2003,11.3,9,7,5,6,5,68,4,8,1160,8.4,Rare,Restricted,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,OPT-07-T5,Ablative Armor Weave Mk V,7938,OPT-31-T5,Probe Bay Mk V,5670,259503,279915,"Sun chariot base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-345,Siege Beam Mk 5-L,WL-340,Siege Beam Mk 4-L,100416,12.1,23.1,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,27.1,Line,50385,78376,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-sc,aetherion-sun-chariot-mk-v,mixed,arcane-conveyances,sun-chariot,royal-solar-craft,military,rare,restricted,rare,prosperity,line,,,,upsert,True
Temple guardian,V-WKR-TG-AER-T5,Aetherion Temple guardian Mk V,WKR-TG,AER,Aetherion Guild,5,Military,Surface,Walker Frames,Temple guardian,Light,ritual defense,Fantasy / Arcane,Walker,Arcane articulated limbs,Antimatter / Gravitic,Stone-metal lattice,1,2,1,1.49,7.5,4.3,6.3,8.52,78,11,0,0.0,0.0,599,6.7,8,6,4,8,4,71,6,7,591,13.1,Rare,Restricted,OPT-12-T5,Phase Veil Baffle Mk V,21924,OPT-27-T5,Bombardment Core Mk V,46872,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,115926,191526,"Temple guardian base frame in the walker frames family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-065,Coilgun Mk 5-L,WL-050,Coilgun Mk 2-L,16370,16.3,27.3,NAVY,SEC,restricted,50,Rare,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,31.3,Line,34475,53627,Regular,typeclasses.vehicles.SurfaceVehicle,vehicle/surface/wkr-tg,aetherion-temple-guardian-mk-v,surface,walker-frames,temple-guardian,ritual-defense,military,rare,restricted,rare,prosperity,line,,,,upsert,True
Tilt-rotor shuttle,V-AIR-TS-AER-T5,Aetherion Tilt-rotor shuttle Mk V,AIR-TS,AER,Aetherion Guild,5,Military,Aerial,Atmospheric Craft,Tilt-rotor shuttle,Light,rapid personnel lift,Aviation / Sci-Fi,Flight,Turbine / gravitic,Antimatter / Gravitic,Aero hull,2,3,14,1.54,9.2,9.8,3.0,5.01,456,0,0,0.0,0.0,1470,3.3,10,6,5,4,4,45,4,6,747,8.7,Rare,Restricted,OPT-03-T5,Terrain Adaptive Actuators Mk V,4763,OPT-08-T5,Reactive Plating Array Mk V,12667,OPT-32-T5,Science Lab Module Mk V,17296,140842,175568,"Tilt-rotor shuttle base frame in the atmospheric craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-025,Pulse Laser Mk 5-L,WL-425,Flak Cloud Dispenser Mk 5-L,19976,10.8,19.8,NAVY,SEC,restricted,34,Uncommon,VEN-001,Transit Dock 1,dealer,Prosperity,Tier 2 - financed asset,Military,Moderate,23.8,Line,35114,49159,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/air-ts,aetherion-tilt-rotor-shuttle-mk-v,aerial,atmospheric-craft,tilt-rotor-shuttle,rapid-personnel-lift,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
Titan carrier,V-CAP-TC-AER-T5,Aetherion Titan carrier Mk V,CAP-TC,AER,Aetherion Guild,5,Military,Space,Capital Ships,Titan carrier,Titanic,fleet carrier command,Epic Space Opera,Vacuum,Capital-grade drives,Antimatter / Gravitic,Citadel hull,612,829,2160,925.54,402.9,134.3,56.2,72900.0,129,0,0,9.9,0.6,329159,288.5,5,9,3,14,11,6804,24,22,226773,8249.899999999998,Legendary,Sovereign,OPT-07-T5,Ablative Armor Weave Mk V,7938,OPT-26-T5,Boarding Tube Mk V,7484,OPT-03-T5,Terrain Adaptive Actuators Mk V,4763,29678331,29698516,"Titan carrier base frame in the capital ships family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-469,Drone Swarm Bay Mk 5-T,WL-349,Siege Beam Mk 5-T,622810,323.3,336.3,NAVY,SEC,restricted,76,Very Rare,VEN-013,Bastion Armory 1,arsenal,Fleet,Tier 5 - fleet budget,Military,Very High,349.6,Carrier,4454777,11879406,Elite,typeclasses.vehicles.Spacecraft,vehicle/space/cap-tc,aetherion-titan-carrier-mk-v,space,capital-ships,titan-carrier,fleet-carrier-command,military,legendary,sovereign,very-rare,fleet,carrier,,,,upsert,True
Tug,V-ORB-TG-AER-T5,Aetherion Tug Mk V,ORB-TG,AER,Aetherion Guild,5,Military,Orbital,Orbital Craft,Tug,Medium,station / dock handling,Hard Sci-Fi,Flight / Vacuum,Rocket / gravitic,Antimatter / Gravitic,Orbital frame,3,4,2,8.23,10.6,6.2,3.6,18.89,268,0,0,6.5,0.0,18425,12.1,7,7,5,6,5,79,4,7,1123,10.2,Rare,Restricted,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,OPT-09-T5,Shield Projector Grid Mk V,16565,OPT-30-T5,Jump Beacon Mk V,18514,216888,258771,"Tug base frame in the orbital craft family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-346,Siege Beam Mk 5-M,WL-336,Siege Beam Mk 3-M,142150,12.5,21.5,NAVY,SEC,restricted,34,Uncommon,VEN-007,Guild Forge 1,shipyard,Prosperity,Tier 2 - financed asset,Military,Moderate,25.6,Line,51754,72456,Regular,typeclasses.vehicles.Spacecraft,vehicle/orbital/orb-tg,aetherion-tug-mk-v,orbital,orbital-craft,tug,station-dock-handling,military,rare,restricted,uncommon,prosperity,line,,,,upsert,True
Void barque,V-ARC-VB-AER-T5,Aetherion Void barque Mk V,ARC-VB,AER,Aetherion Guild,5,Military,Space,Arcane Conveyances,Void barque,Capital,deep-void trade,Fantasy / Arcane,Arcane,Soulwind sails,Antimatter / Gravitic,Charm-plated hull,20,27,72,43.19,9.7,5.4,4.6,2.93,121,41,0,7.7,0.6,221340,11.6,9,7,6,4,5,79,4,8,2852,8.4,Rare,Restricted,OPT-05-T5,Void Sail Trim Mk V,7258,OPT-10-T5,Point-Defense Mesh Mk V,18026,OPT-29-T5,Long-Range Tankage Mk V,5216,307328,337828,"Void barque base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-343,Siege Beam Mk 4-C,WL-333,Siege Beam Mk 2-C,326488,12.3,23.3,NAVY,SEC,restricted,46,Rare,VEN-007,Guild Forge 1,shipyard,Prosperity,Tier 2 - financed asset,Military,Moderate,27.7,Siege,60809,94592,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/arc-vb,aetherion-void-barque-mk-v,space,arcane-conveyances,void-barque,deep-void-trade,military,rare,restricted,rare,prosperity,siege,,,,upsert,True
