Vehicle_ID,Vehicle_Name,Template_ID,Template_Name,Manufacturer_ID,Manufacturer_Name,Tech_Tier_ID,Tech_Tier_Name,Domain,Family,Vehicle_Type,Size_Class,Role,Genre_Tag,Lift_Mode,Propulsion,Power_Source,Hull_Type,Crew_Min,Crew_Std,Passenger_Cap,Cargo_t,Length_m,Beam_m,Height_m,Mass_t,Local_Cruise_kph,Water_Cruise_kph,Dive_Depth_m,Vacuum_DeltaV_kps,FTL_pc_day,Range_km,Endurance_days,Agility,Sensors,Stealth,Armor,Shields,HP,Hardpoints,Option_Slots,Operating_Cost_cr_day,Maintenance_Hours_100h,Availability,Legal_Class,Default_Option_1_ID,Default_Option_1,Option_1_Cost_cr,Default_Option_2_ID,Default_Option_2,Option_2_Cost_cr,Default_Option_3_ID,Default_Option_3,Option_3_Cost_cr,Base_Price_cr,Total_Price_cr,Notes,Source_Note,Weapon_Profile_1_ID,Weapon_Profile_1,Weapon_Profile_2_ID,Weapon_Profile_2,Default_Loadout_Cost_cr,Combat_Rating,Threat_Rating,Primary_Faction_Tag,Secondary_Faction_Tag,Civilian_Use_Tag,Rarity_Score,Rarity,Vendor_ID,Vendor_Name,Vendor_Class,Economy_Band,Acquisition_Tier,License_Requirement,Upkeep_Band,Campaign_Balance_Points,Encounter_Role,Salvage_Value_cr,Refit_Cap_cr,Crew_Quality_Minimum,Evennia_Typeclass,Prototype_Key,Vehicle_Slug,Domain_Slug,Family_Slug,Vehicle_Type_Slug,Role_Slug,Tech_Tier_Slug,Availability_Slug,Legal_Class_Slug,Rarity_Slug,Economy_Band_Slug,Encounter_Role_Slug,Lockstring,Spawn_Location_Tag,Home_Tag,Import_Action,Active
V-ARC-PC-NVF-T3,Nova Planar cutter Mk III,ARC-PC,Planar cutter,NVF,Nova Forge Interstellar,3,Refined,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Fusion / Arcane Core,Phase iron,1,2,2,0.46,6.9,3.7,3.3,1.44,97,33,0,4.4,0.2,1432,8.3,8,7,7,4,3,44,4,6,525,6.6,Rare,Restricted,OPT-06-T3,Bio-Muscle Lattice Mk III,4050,OPT-09-T3,Shield Projector Grid Mk III,9860,OPT-30-T3,Jump Beacon Mk III,11020,100979,125909,Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-335,Siege Beam Mk 3-L,WL-330,Siege Beam Mk 2-L,61376,10.6,19.6,NAVY,SEC,restricted,40,Uncommon,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,22.0,Line,25182,35255,Green,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,nova-planar-cutter-mk-iii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,refined,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-ARC-PC-BLW-T3,Bulwark Planar cutter Mk III,ARC-PC,Planar cutter,BLW,Bulwark Heavy Industries,3,Refined,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Fusion / Arcane Core,Phase iron,1,2,2,0.48,6.9,3.7,3.3,1.46,88,33,0,4.4,0.2,1404,9.0,6,6,6,6,3,44,4,6,485,6.1,Rare,Restricted,OPT-06-T3,Bio-Muscle Lattice Mk III,4050,OPT-07-T3,Ablative Armor Weave Mk III,4725,OPT-30-T3,Jump Beacon Mk III,11020,90993,110788,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-335,Siege Beam Mk 3-L,WL-330,Siege Beam Mk 2-L,61376,10.9,19.9,NAVY,SEC,restricted,40,Uncommon,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,22.3,Line,22158,31021,Green,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,bulwark-planar-cutter-mk-iii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,refined,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-ARC-PC-AER-T4,Aetherion Planar cutter Mk IV,ARC-PC,Planar cutter,AER,Aetherion Guild,4,Advanced,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Fusion / Gravitic,Phase iron,1,2,2,0.45,6.9,3.8,3.3,1.54,110,38,0,5.0,0.3,1619,9.2,8,7,9,4,4,48,3,6,672,5.6,Rare,Restricted,OPT-04-T4,Hydrojet Overdrive Mk IV,4493,OPT-07-T4,Ablative Armor Weave Mk IV,6048,OPT-29-T4,Long-Range Tankage Mk IV,3974,137715,152230,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-340,Siege Beam Mk 4-L,WL-335,Siege Beam Mk 3-L,79796,8.9,17.9,NAVY,SEC,restricted,38,Uncommon,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,21.1,Line,30446,42624,Green,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,aetherion-planar-cutter-mk-iv,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,advanced,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-ARC-PC-NVF-T4,Nova Planar cutter Mk IV,ARC-PC,Planar cutter,NVF,Nova Forge Interstellar,4,Advanced,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Fusion / Gravitic,Phase iron,1,2,2,0.47,6.9,3.8,3.3,1.57,110,38,0,5.0,0.3,1619,9.4,8,7,8,5,4,48,4,6,654,7.2,Rare,Restricted,OPT-05-T4,Void Sail Trim Mk IV,5530,OPT-08-T4,Reactive Plating Array Mk IV,9651,OPT-29-T4,Long-Range Tankage Mk IV,3974,133107,152262,Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-340,Siege Beam Mk 4-L,WL-335,Siege Beam Mk 3-L,79796,11.0,20.0,NAVY,SEC,restricted,40,Uncommon,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,23.2,Line,30452,42633,Green,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,nova-planar-cutter-mk-iv,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,advanced,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-ARC-PC-BLW-T4,Bulwark Planar cutter Mk IV,ARC-PC,Planar cutter,BLW,Bulwark Heavy Industries,4,Advanced,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Fusion / Gravitic,Phase iron,1,2,2,0.49,6.9,3.8,3.3,1.6,100,38,0,5.0,0.3,1587,10.2,6,6,7,6,4,48,5,6,602,8.3,Rare,Restricted,OPT-03-T4,Terrain Adaptive Actuators Mk IV,3629,OPT-12-T4,Phase Veil Baffle Mk IV,16704,OPT-30-T4,Jump Beacon Mk IV,14106,120293,154732,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-340,Siege Beam Mk 4-L,WL-335,Siege Beam Mk 3-L,79796,13.2,22.2,NAVY,SEC,restricted,42,Uncommon,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,25.4,Line,30946,43325,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,bulwark-planar-cutter-mk-iv,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,advanced,rare,restricted,uncommon,prosperity,line,,,,upsert,True
V-ARC-PC-AER-T5,Aetherion Planar cutter Mk V,ARC-PC,Planar cutter,AER,Aetherion Guild,5,Military,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Antimatter / Gravitic,Phase iron,1,2,2,0.46,7.0,3.8,3.4,1.73,123,42,0,5.8,0.3,1930,11.0,9,8,9,4,5,54,4,7,869,8.3,Rare,Restricted,OPT-04-T5,Hydrojet Overdrive Mk V,5897,OPT-08-T5,Reactive Plating Array Mk V,12667,OPT-29-T5,Long-Range Tankage Mk V,5216,186915,210695,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-345,Siege Beam Mk 5-L,WL-340,Siege Beam Mk 4-L,100416,11.3,22.3,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,26.3,Line,37925,58995,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,aetherion-planar-cutter-mk-v,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,military,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-NVF-T5,Nova Planar cutter Mk V,ARC-PC,Planar cutter,NVF,Nova Forge Interstellar,5,Military,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Antimatter / Gravitic,Phase iron,1,2,2,0.49,7.0,3.8,3.4,1.76,123,42,0,5.8,0.3,1930,11.2,9,8,8,6,5,54,4,7,840,8.1,Rare,Restricted,OPT-03-T5,Terrain Adaptive Actuators Mk V,4763,OPT-09-T5,Shield Projector Grid Mk V,16565,OPT-32-T5,Science Lab Module Mk V,17296,179760,218384,Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-345,Siege Beam Mk 5-L,WL-340,Siege Beam Mk 4-L,100416,11.5,22.5,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,26.5,Line,39309,61148,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,nova-planar-cutter-mk-v,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,military,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-BLW-T5,Bulwark Planar cutter Mk V,ARC-PC,Planar cutter,BLW,Bulwark Heavy Industries,5,Military,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Antimatter / Gravitic,Phase iron,1,2,2,0.51,7.0,3.8,3.4,1.8,112,42,0,5.8,0.3,1893,12.1,7,7,7,6,5,54,6,7,773,11.2,Rare,Restricted,OPT-05-T5,Void Sail Trim Mk V,7258,OPT-09-T5,Shield Projector Grid Mk V,16565,OPT-29-T5,Long-Range Tankage Mk V,5216,162900,191939,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-345,Siege Beam Mk 5-L,WL-340,Siege Beam Mk 4-L,100416,15.5,26.5,NAVY,SEC,restricted,50,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,30.5,Line,34549,53743,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,bulwark-planar-cutter-mk-v,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,military,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-AER-T6,Aetherion Planar cutter Mk VI,ARC-PC,Planar cutter,AER,Aetherion Guild,6,Elite,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Quantum / Null-Field,Phase iron,1,2,2,0.48,7.2,3.9,3.4,1.92,141,48,0,6.7,0.4,2304,13.1,9,8,10,5,6,60,4,7,1147,9.2,Rare,Restricted,OPT-04-T6,Hydrojet Overdrive Mk VI,7862,OPT-09-T6,Shield Projector Grid Mk VI,22086,OPT-31-T6,Probe Bay Mk VI,7560,256454,293962,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-350,Siege Beam Mk 6-L,WL-345,Siege Beam Mk 5-L,123236,11.8,22.8,NAVY,SEC,restricted,46,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,27.6,Line,52913,82309,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,aetherion-planar-cutter-mk-vi,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,elite,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-NVF-T6,Nova Planar cutter Mk VI,ARC-PC,Planar cutter,NVF,Nova Forge Interstellar,6,Elite,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Quantum / Null-Field,Phase iron,1,2,2,0.51,7.2,3.9,3.4,1.96,141,48,0,6.7,0.4,2304,13.4,9,8,9,6,6,60,5,7,1111,11.3,Rare,Restricted,OPT-06-T6,Bio-Muscle Lattice Mk VI,9072,OPT-09-T6,Shield Projector Grid Mk VI,22086,OPT-31-T6,Probe Bay Mk VI,7560,247342,286060,Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-350,Siege Beam Mk 6-L,WL-345,Siege Beam Mk 5-L,123236,13.9,24.9,NAVY,SEC,restricted,48,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,29.7,Line,51491,80097,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,nova-planar-cutter-mk-vi,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,elite,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-BLW-T6,Bulwark Planar cutter Mk VI,ARC-PC,Planar cutter,BLW,Bulwark Heavy Industries,6,Elite,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Quantum / Null-Field,Phase iron,1,2,2,0.53,7.2,3.9,3.4,2.0,128,48,0,6.7,0.4,2259,14.4,7,7,8,7,6,60,6,7,1014,12.5,Rare,Restricted,OPT-04-T6,Hydrojet Overdrive Mk VI,7862,OPT-08-T6,Reactive Plating Array Mk VI,16890,OPT-32-T6,Science Lab Module Mk VI,23061,223084,270897,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-350,Siege Beam Mk 6-L,WL-345,Siege Beam Mk 5-L,123236,16.0,27.0,NAVY,SEC,restricted,50,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,31.8,Line,48761,75851,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,bulwark-planar-cutter-mk-vi,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,elite,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-AER-T7,Aetherion Planar cutter Mk VII,ARC-PC,Planar cutter,AER,Aetherion Guild,7,Stellar,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Stellar Core / Singularity,Phase iron,1,2,3,0.51,7.4,4.0,3.5,2.3,163,56,0,8.1,0.5,2864,16.3,10,9,10,6,7,72,4,8,1553,10.5,Rare,Restricted,OPT-03-T7,Terrain Adaptive Actuators Mk VII,8618,OPT-08-T7,Reactive Plating Array Mk VII,22922,OPT-29-T7,Long-Range Tankage Mk VII,9439,357861,398840,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-355,Siege Beam Mk 7-L,WL-350,Siege Beam Mk 6-L,148256,12.5,23.5,NAVY,SEC,restricted,54,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,29.1,Line,71791,111675,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,aetherion-planar-cutter-mk-vii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,stellar,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-NVF-T7,Nova Planar cutter Mk VII,ARC-PC,Planar cutter,NVF,Nova Forge Interstellar,7,Stellar,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Stellar Core / Singularity,Phase iron,1,2,3,0.54,7.4,4.0,3.5,2.35,163,56,0,8.1,0.5,2864,16.7,10,9,9,6,7,72,6,8,1506,15.3,Rare,Restricted,OPT-03-T7,Terrain Adaptive Actuators Mk VII,8618,OPT-12-T7,Phase Veil Baffle Mk VII,39672,OPT-29-T7,Long-Range Tankage Mk VII,9439,346078,403807,Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-355,Siege Beam Mk 7-L,WL-350,Siege Beam Mk 6-L,148256,16.5,27.5,NAVY,SEC,restricted,58,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,33.1,Line,72685,113066,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,nova-planar-cutter-mk-vii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,stellar,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-BLW-T7,Bulwark Planar cutter Mk VII,ARC-PC,Planar cutter,BLW,Bulwark Heavy Industries,7,Stellar,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Stellar Core / Singularity,Phase iron,1,2,3,0.56,7.4,4.0,3.5,2.4,148,56,0,8.1,0.5,2808,18.0,8,8,8,8,7,72,6,8,1365,14.2,Rare,Restricted,OPT-03-T7,Terrain Adaptive Actuators Mk VII,8618,OPT-08-T7,Reactive Plating Array Mk VII,22922,OPT-29-T7,Long-Range Tankage Mk VII,9439,310744,351723,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-355,Siege Beam Mk 7-L,WL-350,Siege Beam Mk 6-L,148256,16.8,27.8,NAVY,SEC,restricted,58,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,33.4,Line,63310,98482,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,bulwark-planar-cutter-mk-vii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,stellar,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-PC-AER-T8,Aetherion Planar cutter Mk VIII,ARC-PC,Planar cutter,AER,Aetherion Guild,8,Apex,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Paracausal / Transcendent,Phase iron,1,2,3,0.54,7.7,4.2,3.6,2.69,185,63,0,9.6,0.6,3487,19.9,10,10,10,6,8,84,5,9,2142,15.1,Very Rare,Restricted,OPT-04-T8,Hydrojet Overdrive Mk VIII,14602,OPT-12-T8,Phase Veil Baffle Mk VIII,54288,OPT-32-T8,Science Lab Module Mk VIII,42827,504969,616686,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-360,Siege Beam Mk 8-L,WL-355,Siege Beam Mk 7-L,175476,15.1,26.1,NAVY,SEC,restricted,64,Rare,VEN-043,Arcane Atelier 1,atelier,Industrial,Tier 3 - licensed capital,Military,Moderate,32.5,Line,111003,172672,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,aetherion-planar-cutter-mk-viii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,apex,very-rare,restricted,rare,industrial,line,,,,upsert,True
V-ARC-PC-NVF-T8,Nova Planar cutter Mk VIII,ARC-PC,Planar cutter,NVF,Nova Forge Interstellar,8,Apex,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Paracausal / Transcendent,Phase iron,1,2,3,0.57,7.7,4.2,3.6,2.74,185,63,0,9.6,0.6,3487,20.3,10,10,10,7,8,84,6,9,2067,17.6,Very Rare,Restricted,OPT-04-T8,Hydrojet Overdrive Mk VIII,14602,OPT-08-T8,Reactive Plating Array Mk VIII,31366,OPT-31-T8,Probe Bay Mk VIII,14040,486103,546111,Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-360,Siege Beam Mk 8-L,WL-355,Siege Beam Mk 7-L,175476,17.2,30.2,NAVY,SEC,restricted,66,Very Rare,VEN-043,Arcane Atelier 1,atelier,Industrial,Tier 3 - licensed capital,Military,Moderate,36.6,Line,81917,152911,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,nova-planar-cutter-mk-viii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,apex,very-rare,restricted,very-rare,industrial,line,,,,upsert,True
V-ARC-PC-BLW-T8,Bulwark Planar cutter Mk VIII,ARC-PC,Planar cutter,BLW,Bulwark Heavy Industries,8,Apex,Mixed,Arcane Conveyances,Planar cutter,Light,dimensional insertion,Fantasy / Arcane,Arcane,Planar bifurcation keel,Paracausal / Transcendent,Phase iron,1,2,3,0.6,7.7,4.2,3.6,2.8,168,63,0,9.6,0.6,3419,21.9,8,9,9,8,8,84,7,9,1873,19.0,Rare,Restricted,OPT-03-T8,Terrain Adaptive Actuators Mk VIII,11794,OPT-08-T8,Reactive Plating Array Mk VIII,31366,OPT-29-T8,Long-Range Tankage Mk VIII,12917,437648,493725,"Planar cutter base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-360,Siege Beam Mk 8-L,WL-355,Siege Beam Mk 7-L,175476,19.4,30.4,NAVY,SEC,restricted,60,Rare,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Military,Moderate,36.8,Line,88870,138243,Regular,typeclasses.vehicles.Vehicle,vehicle/mixed/arc-pc,bulwark-planar-cutter-mk-viii,mixed,arcane-conveyances,planar-cutter,dimensional-insertion,apex,rare,restricted,rare,prosperity,line,,,,upsert,True
V-ARC-VB-AER-T1,Aetherion Void barque Mk I,ARC-VB,Void barque,AER,Aetherion Guild,1,Frontier,Space,Arcane Conveyances,Void barque,Capital,deep-void trade,Fantasy / Arcane,Arcane,Soulwind sails,Battery / Chemical,Charm-plated hull,30,41,60,38.7,9.3,5.2,4.5,1.84,73,25,0,4.3,0.3,114240,6.0,7,5,5,2,1,50,2,6,2820,2.7,Rare,Restricted,OPT-05-T1,Void Sail Trim Mk I,2419,OPT-10-T1,Point-Defense Mesh Mk I,6009,OPT-29-T1,Long-Range Tankage Mk I,1739,89739,99906,"Void barque base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-128,Plasma Projector Mk 1-C,WL-208,Torpedo Tube Mk 1-C,87050,6.4,15.4,NAVY,SEC,restricted,32,Uncommon,VEN-007,Guild Forge 1,shipyard,Crew,Tier 1 - payroll purchase,Military,Low,16.6,Line,19981,19981,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/arc-vb,aetherion-void-barque-mk-i,space,arcane-conveyances,void-barque,deep-void-trade,frontier,rare,restricted,uncommon,crew,line,,,,upsert,True
V-ARC-VB-NVF-T1,Nova Void barque Mk I,ARC-VB,Void barque,NVF,Nova Forge Interstellar,1,Frontier,Space,Arcane Conveyances,Void barque,Capital,deep-void trade,Fantasy / Arcane,Arcane,Soulwind sails,Battery / Chemical,Charm-plated hull,30,41,60,40.74,9.3,5.2,4.5,1.88,73,25,0,4.3,0.3,114240,6.1,7,5,4,4,1,50,2,6,2808,2.6,Rare,Restricted,OPT-05-T1,Void Sail Trim Mk I,2419,OPT-10-T1,Point-Defense Mesh Mk I,6009,OPT-31-T1,Probe Bay Mk I,1890,86678,96996,Void barque base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-128,Plasma Projector Mk 1-C,WL-208,Torpedo Tube Mk 1-C,87050,6.6,15.6,NAVY,SEC,restricted,32,Uncommon,VEN-007,Guild Forge 1,shipyard,Crew,Tier 1 - payroll purchase,Military,Low,16.8,Line,19399,19399,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/arc-vb,nova-void-barque-mk-i,space,arcane-conveyances,void-barque,deep-void-trade,frontier,rare,restricted,uncommon,crew,line,,,,upsert,True
V-ARC-VB-BLW-T1,Bulwark Void barque Mk I,ARC-VB,Void barque,BLW,Bulwark Heavy Industries,1,Frontier,Space,Arcane Conveyances,Void barque,Capital,deep-void trade,Fantasy / Arcane,Arcane,Soulwind sails,Battery / Chemical,Charm-plated hull,30,41,60,42.78,9.3,5.2,4.5,1.92,66,25,0,4.3,0.3,112000,6.6,5,4,3,4,1,50,4,6,2777,4.8,Rare,Restricted,OPT-03-T1,Terrain Adaptive Actuators Mk I,1588,OPT-10-T1,Point-Defense Mesh Mk I,6009,OPT-32-T1,Science Lab Module Mk I,5765,78945,92307,"Void barque base frame in the arcane conveyances family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-128,Plasma Projector Mk 1-C,WL-208,Torpedo Tube Mk 1-C,87050,10.6,19.6,NAVY,SEC,restricted,36,Uncommon,VEN-007,Guild Forge 1,shipyard,Crew,Tier 1 - payroll purchase,Military,Low,20.8,Siege,18461,18461,Regular,typeclasses.vehicles.Spacecraft,vehicle/space/arc-vb,bulwark-void-barque-mk-i,space,arcane-conveyances,void-barque,deep-void-trade,frontier,rare,restricted,uncommon,crew,siege,,,,upsert,True
